강좌명,강사명,교육시작일자,교육종료일자,교육시작시각,교육종료시각,강좌내용,교육대상구분,교육방법구분,운영요일,교육장소,강좌정원수,수강료,교육장도로명주소,운영기관명,운영기관전화번호,접수시작일자,접수종료일자,접수방법구분,선정방법구분,홈페이지주소,직업능력개발훈련비지원강좌여부,학점은행제평가(학점)인정여부,평생학습계좌제평가인정여부,데이터기준일자
[수서1] 통기타 (기초),임곤정,2026-01-28,2026-04-22,14:00,16:00,악기,성인,오프라인,수요일,수서평생학습센터 음악강의실,12,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-21,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 화가의 삶과 예술의 드라마,김현진,2026-01-28,2026-04-22,14:00,16:00,인문/독서,성인,오프라인,수요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-02-18,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 실전 부동산 경매 투자비법,정희철,2026-01-28,2026-04-22,14:00,16:00,기타,성인,오프라인,수요일,개포평생학습센터 강의실,30,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-02-04,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 플루트 교실 (중급),노현지,2026-01-28,2026-04-22,11:00,11:50,악기,성인,오프라인,수요일,수서평생학습센터 음악강의실,10,36000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 행복을 담은 그림 민화(초급),박현숙,2026-01-28,2026-04-22,10:00,12:00,미술/서예,성인,오프라인,수요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-08,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 타노시이 니홍고(즐거운 일본어),변정현,2026-01-28,2026-04-22,10:00,12:00,일본어,성인,오프라인,수요일,일원평생학습센터 강의실,25,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[일원1] 힐링연필&색연필스케치(인물화,풍경화,꽃)",김은영,2026-01-28,2026-04-22,10:00,12:00,취미,성인,오프라인,수요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-26,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 쉽게 통하는 엄마표 학습코칭(A/6회),하혜정,2026-01-28,2026-03-11,10:00,12:00,기타,성인,오프라인,수요일,일원평생학습센터 강의실,16,36000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-30,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 플루트 교실 (초급),노현지,2026-01-28,2026-04-22,10:00,10:50,악기,성인,오프라인,수요일,수서평생학습센터 음악강의실,10,36000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-02-03,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 유러피안플라워 &플로리스트,이승은,2026-01-28,2026-04-22,10:00,12:00,취미,성인,오프라인,수요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 저속노화 요리교실,안응자,2026-01-28,2026-04-22,10:00,12:00,요리,성인,오프라인,수요일,개포평생학습센터 요리실,16,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 연필 드로잉,김래형,2026-01-28,2026-04-22,10:00,12:00,미술/서예,성인,오프라인,수요일,개포평생학습센터 강의실,16,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 한그릇 건강 요리교실,안응자,2026-01-27,2026-04-21,19:00,21:00,요리,성인,오프라인,화요일,개포평생학습센터 요리실,16,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 자신감 있는 품격 스피치,김선주,2026-01-27,2026-04-21,19:00,21:00,기타,성인,오프라인,화요일,개포평생학습센터 강의실,20,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-03-19,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 어린이 피아노 (B),문채현,2026-01-27,2026-04-21,15:30,16:20,초등,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 한국외대와 함께하는 일본어 초급Ⅳ,"김병숙, 미즈구치 나츠코",2026-01-27,2026-04-21,15:00,16:30,일본어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 4강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 아빠요리교실,안응자,2026-01-27,2026-04-21,15:00,17:00,요리,성인,오프라인,화요일,개포평생학습센터 요리실,16,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-03-09,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 어린이 피아노 (A),문채현,2026-01-27,2026-04-21,14:30,15:20,초등,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 원어민과 함께하는 스크린 영어,브라이언 스튜어트 (Brian Stuart),2026-01-27,2026-04-21,14:00,15:30,영어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 1강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1]AI & Procreate로 완성하는 디지털 일러스트,이필두,2026-01-27,2026-04-21,14:00,16:00,디지털,성인,오프라인,화요일,논현글로벌평생학습센터 3층 3강의실,16,72000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 재미있는 인물화 캐리커쳐,김희진,2026-01-27,2026-04-21,14:00,16:00,미술/서예,성인,오프라인,화요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 서양미술사와 함께하는 해외 미술관 산책,김동현,2026-01-27,2026-04-21,14:00,16:00,인문/독서,성인,오프라인,화요일,일원평생학습센터 강의실,30,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-16,2025-12-16,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
(미사용)(일원1) 부동산경매,김병진,2026-01-27,2026-04-21,14:00,16:00,기타,성인,오프라인,화요일,일원평생학습센터 강의실,35,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-02,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 부동산경매 고급실전과정(기초+총괄편),김병진,2026-01-27,2026-04-21,14:00,16:00,기타,성인,오프라인,화요일,일원평생학습센터 강의실,35,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 인물로 읽는 『사기 史記』: 인간의 욕망과 선택의 역사,노은정,2026-01-27,2026-04-21,14:00,16:00,인문/독서,성인,오프라인,화요일,일원평생학습센터 강의실,18,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-03,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 내 마음의 비밀지도: 셀프 타로,양은미,2026-01-27,2026-04-21,14:00,16:00,취미,성인,오프라인,화요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-02-24,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 화요 피아노,문채현,2026-01-27,2026-04-21,13:30,14:20,악기,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-02-10,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 한국외대와 함께하는 일본어 초급Ⅲ,"김병숙, 미즈구치 나츠코",2026-01-27,2026-04-21,13:20,14:50,일본어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 4강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-02-10,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 세르반테스문화원과 함께하는 스페인어 회화 초급 A2,레이스 곤살레스 포르텔라(Reyes González Portela),2026-01-27,2026-04-21,13:20,14:50,기타외국어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 2강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-02-24,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 화요오전 피아노 (C),허진주,2026-01-27,2026-04-21,11:30,12:20,악기,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-02-05,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 한국외대와 함께하는 일본어 초급Ⅱ,"변정현, 미즈구치 나츠코",2026-01-27,2026-04-21,10:30,12:00,일본어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 4강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-02-10,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 세르반테스문화원과 함께하는 스페인어 회화 첫걸음 A1,레이스 곤살레스 포르텔라(Reyes González Portela),2026-01-27,2026-04-21,10:30,12:00,기타외국어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 2강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-02-24,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 화요오전 피아노 (B),허진주,2026-01-27,2026-04-21,10:30,11:20,악기,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1] 원어민과 함께하는 쿼라(Quora) 생생영어,브라이언 스튜어트 (Brian Stuart),2026-01-27,2026-04-21,10:00,11:30,영어,성인,오프라인,화요일+목요일,논현글로벌평생학습센터 3층 1강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 지휘자와 함께하는 가곡의 세계,이선욱,2026-01-27,2026-04-21,10:00,12:00,노래/민요,성인,오프라인,화요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 생활여행영어,구본희,2026-01-27,2026-04-21,10:00,12:00,영어,성인,오프라인,화요일,일원평생학습센터 강의실,20,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 일상에서 쓰는 영문 손글씨 클래스,민병화,2026-01-27,2026-04-21,10:00,12:00,취미,성인,오프라인,화요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 에세이 쓰기 입문,유영희,2026-01-27,2026-04-21,10:00,12:00,인문/독서,성인,오프라인,화요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-09,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 아는 영어 말고 (말)하는 영어,신은영,2026-01-27,2026-04-21,10:00,12:00,영어,성인,오프라인,화요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 화요오전 피아노 (A),허진주,2026-01-27,2026-04-21,09:30,10:20,악기,성인,오프라인,화요일,수서평생학습센터 음악강의실,5,78000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-23,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 프랑스 대사관 어학센터와 함께하는 프랑스어 첫걸음 A1.1,아나이스 쿤(Anaïs KUHN),2026-01-26,2026-04-27,15:00,16:30,기타외국어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 2강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-08,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1]원어민과 함께하는 프리토킹 영어,데클런 그리핀(Declan Griffin),2026-01-26,2026-04-27,14:30,16:30,영어,성인,오프라인,월요일,논현글로벌평생학습센터 3층 4강의실,15,72000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1]나를 마주한 도쿄미술관 여행,박영랑,2026-01-26,2026-04-27,14:00,16:00,기타,성인,오프라인,월요일,논현글로벌평생학습센터 3층 3강의실,20,72000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 한땀한땀 만드는 가죽공예,강서희,2026-01-26,2026-04-27,14:00,16:00,도자기/공예,성인,오프라인,월요일,일원평생학습센터 강의실,18,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-02,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 알고 보면 더 재미있는 뮤지컬,김연란,2026-01-26,2026-04-27,14:00,16:00,기타,성인,오프라인,월요일,일원평생학습센터 강의실,30,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] (시니어)생성형 AI를 활용한 콘텐츠 제작,정경혜,2026-01-26,2026-04-27,14:00,16:00,디지털,성인,오프라인,월요일,일원평생학습센터 강의실,18,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 영어 토탈리스닝(초중급),유선화,2026-01-26,2026-04-27,14:00,16:00,영어,성인,오프라인,월요일,일원평생학습센터 강의실,20,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 오디오드라마 제작과 낭독하기,이서륜,2026-01-26,2026-04-27,14:00,16:00,취미,성인,오프라인,월요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-13,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 오카리나,하은순,2026-01-26,2026-04-27,14:00,16:00,악기,성인,오프라인,월요일,수서평생학습센터 음악강의실,12,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-28,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 한 붓으로 그려요 (기초 수채화),송효정,2026-01-26,2026-04-27,14:00,16:00,미술/서예,성인,오프라인,월요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[개포1] 여행도 일상도 톡톡 영어,임수진,2026-01-26,2026-04-27,14:00,16:00,영어,성인,오프라인,월요일,개포평생학습센터 강의실,30,72000,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2026-01-06,2026-01-08,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 프랑스 대사관 어학센터와 함께하는 프랑스어 초중급 A2.3,아나이스 쿤(Anaïs KUHN),2026-01-26,2026-04-27,13:20,14:50,기타외국어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 2강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-28,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 이탈리아어 첫걸음,이운영,2026-01-26,2026-04-27,13:20,14:50,기타외국어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 1강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-08,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 프랑스 대사관 어학센터와 함께하는  프랑스어 초중급 A2.2,아나이스 쿤(Anaïs KUHN),2026-01-26,2026-04-27,10:30,12:00,기타외국어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 2강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-02-23,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 이탈리아어 초급Ⅱ,이운영,2026-01-26,2026-04-27,10:30,12:00,기타외국어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 1강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-03-04,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1][특화] 원어민과 함께하는 여행&대화 영어,앤드류 P. 오토 (Andrew P. Otto),2026-01-26,2026-04-27,10:00,11:30,영어,성인,오프라인,월요일+수요일,논현글로벌평생학습센터 3층 4강의실,12,180000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-08,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1]글로벌 경제와 증시투자 이해[기본],반종민,2026-01-26,2026-04-27,10:00,12:00,기타,성인,오프라인,월요일,논현글로벌평생학습센터 3층 3강의실,20,72000,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 유러피안 플라워 클래스,이승은,2026-01-26,2026-04-27,10:00,12:00,취미,성인,오프라인,월요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] iPad로 그리는 감성 풍경/정물드로잉,이필두,2026-01-26,2026-04-27,10:00,12:00,디지털,성인,오프라인,월요일,일원평생학습센터 강의실,20,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-28,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 미술관에서 삶을 보다,박영랑,2026-01-26,2026-04-27,10:00,12:00,인문/독서,성인,오프라인,월요일,일원평생학습센터 강의실,30,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1] 인물이 있는 생동감 있는 풍경 드로잉,이수정,2026-01-26,2026-04-27,10:00,12:00,취미,성인,오프라인,월요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[일원1] 한국의 미, 전통매듭공예",박진영,2026-01-26,2026-04-27,10:00,12:00,도자기/공예,성인,오프라인,월요일,일원평생학습센터 강의실,16,72000,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2026-01-06,2026-02-10,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 편하게 노래하는 발성법,심원민,2026-01-26,2026-04-27,10:00,12:00,노래/민요,성인,오프라인,월요일,수서평생학습센터 음악강의실,12,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2026-01-06,2026-01-20,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1] 금쪽미술심리상담소 (자격준비반),문주,2026-01-26,2026-04-27,10:00,12:00,자격증,성인,오프라인,월요일,수서평생학습센터 일반강의실,16,72000,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1](겨울특강) 가족과 함께하는 마술(Magic) 교실,장성원,2026-01-09,2026-01-09,14:00,16:00,기타,성인,오프라인,금요일,수서평생학습센터 일반강의실,8,0,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1](겨울특강) 워터 소믈리에와 함께하는 건강한 ‘水’다,이한서,2026-01-09,2026-01-09,14:00,16:00,건강,성인,오프라인,금요일,일원평생학습센터 강의실,20,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[일원1](겨울특강) 닦아보며 배워보는 자녀의 올바른 치아관리(초3,4)",김현숙,2026-01-09,2026-01-09,14:00,16:00,건강,성인,오프라인,금요일,일원평생학습센터 강의실,6,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1](겨울특강) 가족이 함께하는 체스교실,이선우,2026-01-09,2026-01-09,10:00,12:00,기타,성인,오프라인,금요일,논현글로벌평생학습센터 3층 3강의실,8,0,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[일원1](겨울특강) 닦아보며 배워보는 자녀의 올바른 치아관리(초1,2)",김현숙,2026-01-09,2026-01-09,10:00,12:00,건강,성인,오프라인,금요일,일원평생학습센터 강의실,6,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1](겨울특강) 나만의 촉촉한 립글로스와 핸드크림 만들기,신혜선,2026-01-08,2026-01-08,14:00,16:00,기타,성인,오프라인,목요일,논현글로벌평생학습센터 3층 3강의실,15,0,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2025-12-15,2025-12-23,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[수서1](겨울특강) 오르세&오랑주리 미술관 컬렉션을 만나다,김현진,2026-01-08,2026-01-08,14:00,16:00,미술/서예,성인,오프라인,목요일,수서평생학습센터 일반강의실,16,0,서울특별시 강남구 밤고개로165,서울특별시 강남구청,02-451-1225,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1](겨울특강) 진저브래드맨 스토리와 쿠키 만들기,앤드류 P. 오토(Andrew P. Otto),2026-01-08,2026-01-08,14:00,16:00,요리,성인,오프라인,목요일,논현글로벌평생학습센터 3층 2강의실,8,0,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1](겨울특강) 가족과 함께 4칸 캐리어 만들기,이실란,2026-01-08,2026-01-08,14:00,16:00,도자기/공예,성인,오프라인,목요일,일원평생학습센터 강의실,8,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[개포1]((겨울특강)가족요리,우리 가족의 달콤한 새해 쿠키",이윤주,2026-01-08,2026-01-08,14:00,16:00,요리,성인,오프라인,목요일,개포평생학습센터 요리실,8,0,서울특별시 강남구 개포로410,서울특별시 강남구청,02-529-1225,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1](겨울특강) 영업왕 출신 정신과 의사가 전하는 관계를 만드는 소통법,이선환,2026-01-08,2026-01-08,10:00,12:00,건강,성인,오프라인,목요일,일원평생학습센터 강의실,50,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[논현1](겨울특강) 가족이 함께하는 마술(Magic)교실,장성원,2026-01-08,2026-01-08,10:00,12:00,기타,성인,오프라인,목요일,논현글로벌평생학습센터 3층 3강의실,8,0,서울특별시 강남구 논현로 131길 40,서울특별시 강남구청,02-788-4292,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
[일원1](겨울특강) 가족과 함께 낙엽송 트레이(나무쟁반) 만들기,이실란,2026-01-08,2026-01-08,10:00,12:00,도자기/공예,성인,오프라인,목요일,일원평생학습센터 강의실,8,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
"[일원1](겨울특강) 손 끝에 담은 마음, 우리가족 감성 수제도장",채영미,2026-01-07,2026-01-07,14:00,16:00,도자기/공예,성인,오프라인,수요일,일원평생학습센터 강의실,12,0,서울특별시 강남구 영동대로22,서울특별시 강남구청,02-3423-7955,2025-12-15,2025-12-29,인터넷,선착순,www.longlearn.go.kr,N,N,N,2026-04-08
